LOCATION ADDRESS,PERMIT TYPE,FILMING DAYS
"Alameda St., 10 Fwy., 60 Fwy., S Indiana St/LA County Line., 101 Fwy. (Inclusive. Excludes activity on Freeways), Los Angeles , 90013",Filming,2
"Alameda St., 10 Fwy., Crenshaw Blvd., 105 Fwy., Los Angeles, 90003",Filming,2
"Alameda St., 101 Fwy - 10 Fwy, Los Angeles, CA, 90013",Still,1
"Alameda St., 101 FWY., LA River, 1st St. (Inclusive, excluding freeways, L.A. River & Arts District), Los Angeles, 90033",Still,1
"Alameda St., 10fwy., 101 fwy., Inclusive, (Excluding Freeway and Arts Distrcit), Los Angeles, CA, 90037",Still,1
"Alameda St., 1st St, LA River., 6th St (inclusive. Excludes activity on Traction Ave, 3rd St, and Hewitt Pl) , Los Angeles, CA, 90071",Still,9
"ALAMEDA ST., 3RD ST., BROADWAY, CESAR CHAVEZ AV (INCLUSIVE, EXCLUDING FREEWAYS, OLVERA STREET, EL PUEBLO DE LOS ANGELES AND PARK PROPERTY), los angeles, CA, 90012",Filming,1
"Alameda St., 4th St. - 5th St., Los Angeles, CA, 90013",Filming,1
"ALAMEDA ST., 4TH ST., SOTO ST., OLYMPIC BL. (INCLUSIVE), LOS ANGELES, CA, 90012",Filming,4
"Alameda St., 6th St., Mission Rd., Broadway, Daly St. (Inclusive, excluding State Hwys and Chinatown), Los Angeles, 90013",Filming,1
"Alameda St., 7th St., 101 Fwy., 1st St. (Inclusive. Excludes 101 Fwy) , Los Angeles, CA, 90013",Filming,7
"Alameda St., 7th St., 101 Fwy., 1st St. (Inclusive. Excludes 101 Fwy) , Los Angeles, CA, 90013",Still,4
"Alameda St., 7th St., 4th St., Anderson St. Inclusive , Los Angeles, CA, 90023",Still,1
"ALAMEDA ST., CESAR E. CHAVEZ AV. - ARCADIA ST., Los Angeles, CA 90012",Filming,2
"Alameda St., E Cesar Chavez Ave., Olympic Blvd., Indiana St. (Inclusive. Excludes Arts District) , Los Angeles , CA, 90033",Still,2
"ALAMEDA ST., LA RIVERBED., 1ST ST., 6TH ST. (Inclusive, excluding LA River Bed), LOS ANGELES, CA, 90013",Filming,2
"ALAMEDA ST., LA RIVERBED., 1ST ST., 6TH ST. (Inclusive, excluding LA River Bed), LOS ANGELES, CA, 90013",Still,9
"Alameda St., Olympic Blvd., S Indiana St., E Cesar Chavez Ave.,  (Inclusive. Excludes County of Los Angeles) , Los Angeles , CA, 90063",Filming,15
"Alameda St., Santa Fe Ave., 7th St., 1st St. Inclusive  , Los Angeles, CA, 90013",Still,2
"Alameda St., Slauson Ave., 110 Frwy., Temple St. (Inclusive) , Los Angeles, CA, 90012",Still,1
"Alameda St., Washington Bl., Soto St., 1st St. (Inclusive, excluding State Hwys), Los Angeles, 90013",Still,1
"Alameda, Barham, Los Feliz, San Fernando (Inclusive, excluding City of Burbank, freeways & highways), los angeles, CA, 90038",Still,11
"Alameda, Florence, 110 FWY, 105 FWY (Excludes Freeways) , Los Angeles, CA, 90033",Filming,4
"Alameda., 10 Fwy., 60 Fwy., 101 Fwy - Eastern Avenue (Excluding freeways and LA County Roads) , Los Angeles, CA, 90033",Filming,11
"Alameda., 2nd St - 3rd St, Los Angeles, CA, 90012",Filming,1
"Alhama Dr., Clarendon St. - Ventura Bl., Los Angeles, CA 91364",Filming,1
"Alhambra and Daly Street., Los Angeles, CA 90031",Filming,1
"Alhambra Ave., College St. - Vignes St, Los Angeles, CA, 90012",Filming,1
"All areas under the Jurisdiction of the City of Los Angeles, Excluding RESIDENTIAL AREAS, THE ARTS DISTRICT, CHINATOWN, THE OLD BANK DISTRICT, HANCOCK PARK/WINSOR SQUARE, THE PACIFIC PALISADES & Other Special Condition Areas, Los Angeles, CA, 90012",Filming,13315
"All areas under the Jurisdiction of the City of Los Angeles, Excluding RESIDENTIAL AREAS, THE ARTS DISTRICT, CHINATOWN, THE OLD BANK DISTRICT, HANCOCK PARK/WINSOR SQUARE, THE PACIFIC PALISADES & Other Special Condition Areas, Los Angeles, CA, 90012",Still,4
"Alla Rd., Coral Tree Pl - North to End, Los Angeles, CA, 90066",Filming,1
"Allenwood Rd., Mulholland Dr - Edwin Dr, Los Angeles, CA 90046",Filming,1
"Allesandro St, Duane St, Silver Lake Blvd,  Glendale Blvd, Riverside Dr, (Inclusive, excluding State Freeways, Highways, Parks and Waverly Dr), Los Angeles, CA, 90039",Filming,2
"ALLEY - BETWEEN 12TH ST. - PICO BL., EAST OF MAPLE AV., LOS ANGELES, CA 90015",Filming,2
"ALLEY - BETWEEN CLAYTON AV. AND SUNSET DR., EAST OF HILLHURST AV., LOS ANGELES, CA 90027",Filming,1
"ALLEY - BETWEEN COLLINS ST. AND BURBANK BL., EAST OF VINELAND AV., LOS ANGELES, CA 91601",Filming,1
"ALLEY - BETWEEN CRANER AV. - CLEON AV., NORTH OF BURBANK BL., LOS ANGELES, CA 91601",Filming,1
"ALLEY - BETWEEN LA BREA AV. AND SYCAMORE AV., NORTH OF MELROSE AV., LOS ANGELES, CA 90038",Filming,2
"ALLEY - BETWEEN ORANGE DR. AND MANSFIELD AV., SOUTH OF SANTA MONICA BL., Los Angeles, CA 90038",Filming,1
"ALLEY - BETWEEN OSBORNE ST. - PARTHENIA ST., EAST OF VAN NUYS. BL., LOS ANGELES, CA 91402",Filming,1
"ALLEY - BETWEEN RIVERTON AV. - DENNY AV., SOUTH OF BURBANK BL., LOS ANGELES, CA 91601",Filming,1
"ALLEY - BETWEEN VINELAND AV. - CRANER AV., SOUTH OF CALIFA ST., LOS ANGELES, CA 91601",Filming,5
"ALLEY - BETWEEN VINELAND AV. - CRANER AV., SOUTH OF CHANDLER AV., LOS ANGELES, CA 91601",Filming,2
"ALLEY - BETWEEN WHITTIER BL. (UNDER) - JESSE ST., EAST OF ANDERSON ST., LOS ANGELES, CA 90033",Filming,2
"ALLEY - BETWEEN WILSON ST. AND MATEO ST., SOUTH OF VIOLET ST., Los Angeles, CA 90021",Filming,2
"ALLEY - EAST OF BONNIE BREA ST., BETWEEN 6TH ST. - WILSHIRE BL., LOS ANGELES, CA 90057",Filming,4
"ALLEY  WEST OF HIGHLAND AVENUE, BETWEEN WILLOUGHBY AVE & ROMAINE ST, LOS ANGELES, CA, 90038",Filming,1
"ALLEY - west of Lankershim, between Magnolia and Weddington, North Hollywood, CA, 91601",Filming,3
"ALLEY (E CAHUENGA ALLEY) - BETWEEN CAHUENGA BL AND COSMO ST., NORTH OF SELMA AV, LOS ANGELES, CA 90028",Filming,1
"Alley @ Molino St. adjacent 500 Molino St., Los Angeles, 90013",Filming,1
"Alley behind 115 E. 7th St, Los Angeles 90014",Filming,1
"Alley behind 501 S Spring Street, Los Angeles, CA, 90013",Filming,2
"Alley below 6th St Bridge, Clarence St to Mission, Los Angeles, CA, 90033",Filming,1
"Alley between  S Lake Street & S Alvarado Street, W 9th Street - W 8th Street, Los Angeles, CA 90057",Filming,4
"Alley between  S. Grandview St. and Lake St. and W. 8th St. and W 9th St, Los Angeles, CA 90006",Filming,1
"Alley between 1st St- 2nd st and S La Brea Ave- S Sycamore AVe, Los Angeles, CA, 90036",Filming,1
"Alley between 4th St & 5th St, Spring St - Main St, Los Angeles, CA, 90013",Filming,2
"Alley between 8455 Lindley Ave and 18120 Chase St, Los Angeles, CA, 91325",Filming,1
"Alley Between Broadway & Main St., 11th St. - 12th St., Los Angeles, CA 90015",Filming,1
"Alley between Broadway & Main St., Jefferson Bl.-33rd St., los angeles, CA, 90007",Filming,2
"Alley Between Broadway & Main St., Olympic Bl. - 11th St., Los Angeles, CA, 90015",Filming,1
"Alley Between Flower St. & Hope St., 12th St. - Pico Bl., Los Angeles , CA, 90015, Los Angeles, CA, 90015",Filming,2
"Alley between Granville Ave.- Stoner Ave, South Olympic Blvd , Los Angeles, CA, 90064",Filming,1
"Alley between N Toluca St., N Bixel St. & Colton St., W Court St., Los Angeles, 90026",Filming,1
"Alley between Owensmouth Av. & Remmet Ave, South of Sherman Way - Gault St., Los Angeles, CA 91303",Filming,1
"Alley between Sherman Way & Gault St, Owensmouth Av. - Remmet Av., Los Angeles, CA 91303",Filming,1
"Alley between Simpson Av. & Colfax Av., Sylvan St. - North to End, Los Angeles, CA 91606",Filming,2
"Alley between Spring St & Broadway & 6th St. & 7th St., Los Angeles, CA 90012",Filming,1
"ALLEY BETWEEN VIOLET ST. AND BAY ST, EAST OF WILSON ST., LOS ANGELES, CA 90021",Filming,1
"Alley Broadway, Main St, 11th St & Olympic Blvd , Los Angeles, CA, 90015",Filming,1
"Alley E/S Broxton Ave, south of Weyburn Ave, Los Angeles, CA, 90024",Still,1
"Alley E/S Pontias Av., Missouri Av - La Grange, Los Angeles, CA, 90025",Filming,1
"Alley E/S Santa Fe Av.,7th Pl-Violet St, Los Angeles, CA, 90021",Filming,1
"Alley east of Alvarado St., 7th St - 8th St, Los Angeles , CA 90057",Filming,1
"Alley East of Anderson St., Jesse St - Sunrise St, Los Angeles, CA, 90033",Filming,1
"Alley east of Broadway, W 12th Street - 1046 S Broadway, Los Angeles, CA, 90015",Filming,1
"Alley East of Dillon St, Beverly Blvd - Council St, Los Angeles, CA, 90026",Filming,1
"Alley East of Eagle Rock Blvd N., W Ave 35 - W Ave 37, Los Angeles, CA, 90065",Filming,2
"Alley East of S Broadway, W Olympic Blvd - W 11th St, Los Angeles, CA, 90015",Filming,1
"Alley East of S Figueroa St., W 8th St - W 9th St, Los Angeles, CA, 90015",Filming,1
"Alley east of S Harvard Blvd., W 30th Street - W 29th Street, Los Angeles, CA, 90018",Filming,1
"Alley east of S Lake Street, James M Wood Blvd. - W 8th Street, Los Angeles, CA 90057",Filming,1
"Alley east of S Lake Street, W Olympic Blvd. - James M Wood Blvd., Los Angeles, CA 90006",Filming,1
"Alley East of S Main St., E 7th St - North to End, Los Angeles, CA, 90014",Filming,1
"Alley just north of Pico Blvd, btw Hauser & Carmona, Los Angeles, CA, 90038",Filming,1
"Alley just west of Avalon btw 49th St., -  48th St, Los Angeles, CA 90003",Filming,2
"ALLEY N/S of Parthenia St., Gloria Av - Haskell Av., Los Angeles, CA, 91343",Filming,4
"ALLEY NORTH OF 12TH ST., MAIN ST. - LOS ANGELES ST., LOS ANGELES, CA 90015",Filming,2
"Alley North of Beverly Blvd, N. Dillon St - Vendome St, Los Angeles, CA, 90026",Filming,1
"Alley North of Figueroa Street, Ave 56 - Ave 55, Los Angeles, CA, 90042",Filming,1
"Alley North of Melrose Ave., N Fairfax Ave - N Ogden Dr, Los Angeles , CA, 90046",Filming,1
"Alley North of Pico Blvd., Maple Ave - Wall St, Los Angeles, CA, 90015",Filming,1
"Alley North of Riverside Dr, Clybourn Ave. - Mariota Ave., Los Angeles, CA, 91602",Filming,1
"Alley North of Santa Monica Blvd. West of El Centro Ave., Hollywood, CA, 90038",Filming,1
"Alley North of Santa Monica Blvd. West of Lodi Pl., Hollywood, CA, 90038",Filming,1
"Alley north of Sunset Blvd., South of Harold Way, between Bronson and Van Ness, Los Angeles, CA, 90028",Filming,1
"Alley North of Ventura Bl., Colfax Av - Carpenter Av, Los Angeles, CA, 91604",Filming,1
"Alley North of Ventura Blvd., Colfax Av - Radford Av, Los Angeles, CA, 91604",Filming,2
"Alley North of W 11th St., S Main St - S Broadway, Los Angeles, CA, 90015",Filming,3
"Alley North of W 7th St., S Bixel St - S Lucas Av., Los Angeles, CA, 90017",Filming,2
"Alley on Violet between 905 S. Santa Fe Ave and 2022 Violet St, Los Angeles, CA, 90021",Filming,2
"Alley S/S Calahan St., Yolanda Av - Dead End, Los Angeles, CA 91324",Filming,2
"Alley S/S Wit Pl.,Manzanita St -  Sanborn Av, Los Angeles, CA, 90029",Filming,1
"Alley south of 7th St between Hill St and Broadway, Los Angeles, CA, 90013",Filming,2
"Alley South of 7th St., Mateo St. - West to Dead End, Los Angeles, CA 90021",Filming,1
"Alley south of Beverly Blvd, S Lake Street - S Park View Street, Los Angeles, CA 90057",Filming,1
"Alley South of Broadway,  S Ave 22 -  S Ave 21 , Los Angeles, CA, 90031",Filming,1
"Alley south of Colorado Blvd., Vincent Avenue - Townsend Avenue, Los Angeles, CA, 90041",Filming,1
"Alley South of Delano St., east & west of Lemona Ave, Los Angeles, CA, 91411",Filming,1
"Alley South of E 4th St., S Hewitt St - Molino St, Los Angeles, CA, 90013",Filming,2
"Alley South of Echo St. between Haynes Ave. & S Ave 60, Los Angeles, 90042",Filming,2
"Alley South of Grand Bl., Main St. - Riviera Av., Los Angeles, CA 90291",Filming,1
"Alley South of Manitou Av., Gates St. - Eastlake Av., Los Angeles, CA 90031",Filming,2
"Alley South of Olympic Bl., Main St. - Broadway, los angeles, CA 90079",Filming,1
"Alley South of Oxnard St., Lemona Av. - Noble Av., Los Angeles, CA 91411",Filming,4
"Alley South of Santa Monica Bl., Mansfield Av.-Sycamore Av., Los Angeles, CA, 90038",Filming,1
"Alley South of Santa Monica Blvd., Orange Dr - Mansfield Av",Filming,1
"Alley South of Vanowen, Platt - 200 feet East, Los Angeles, CA, 91367",Filming,1
"Alley South of W 11th St., S Main St - S Broadway, Los Angeles, CA, 90015",Filming,2
"Alley South of W 6th St., S Centre St - S Mesa St, Los Angeles, CA, 90731",Filming,4
"Alley South of W Pico Bl., S Roberston Bl. - Livonia Av., Los Angeles, 90019",Filming,2
"Alley South of W Pico Blvd., Maple Ave - Wall St, Los Angeles, CA, 90015",Filming,2
"Alley W/S Edgehill Dr., Stocker St - 43rd St, Los Angeles, CA, 90008",Filming,1
"Alley W/S Glendon Ave, north of Lindbrook Drive, Los Angeles, CA, 90024",Still,1
"Alley W/S Spring St., 7th St - 8th St., Los Angeles, CA, 90014",Filming,1
"ALLEY WAY BETWEEN VIOLET ST & BAY ST. , Los Angeles, CA 90021",Filming,1
"Alley Way, East of S Centre St, W 8th St - W 9th St, San Pedro, CA, 90731",Filming,1
"Alley Way., W 7th St and W 8th St, & S Pacific Ave and S Grand Ave - , San Pedro, CA 90731",Filming,1
"Alley West of Arlington Ave., East of 2nd Ave., South of Pico Blvd., North of 15th St., Los Angeles, CA, 90019",Filming,1
"Alley West of Grand Ave, Olympic Bl-11th St, Los Angeles, CA 90015",Filming,1
"Alley West of S Santa Fe Ave., Violet St - Sacramento St, Los Angeles, CA, 90021",Filming,5
"Alley West of Spring St. between 5th St. & 6th St., Los Angeles, CA, 90013",Filming,1
"ALLEY WEST OF WESTLAKE BETWEEN 3RD ST. & MARYLAND ST., LOS ANGELES, CA, 90012",Filming,1
"ALLEY WITHIN THIS GRID RUNS TWO WAYS. EASTLAKE., - BROADWAY., - ALTURA., - HANCOCK, LOS ANGELES, CA, 90031",Filming,2
"Alley: Between Hill and Broadway from 7th Street South to end., los angeles, CA, 90014",Filming,1
"Alleyway at 1716 N Cahuenga Blvd, Los Angeles, CA 90028",Filming,1
"Alleyway between 6th St. and 7th St., directly West of Spring St, Los Angeles, CA, 90013",Filming,1
"Alleyway between Beaudry Ave and Centennial St, - Directly north of Alpine St., Los Angeles, CA, 90012",Filming,1
"ALLEYWAY BETWEEN ORANGE DR., ROMAINE ST., MANSFIELD AV., SANTA MONICA BL., Hollywood, CA 90038",Filming,2
"Alleyway between Roscoe Bl and Community St., directly east of Woodman Ave, Los Angeles, CA 91402",Filming,1
"Alleyway between San Pedro St., E 14th Pl., E. 14th St., Griffith Av., Los Angeles, CA, 90015",Filming,2
"Alleyway directly North of Sunset Blvd., between Hilldale Av. and Clark St., Los Angeles, CA 90038",Filming,2
"Alleyway east of Broadway between 5th St. and 6th St., Los Angeles, CA 90013",Filming,1
"Alleyway east of Hill St., between 7th St. and 8th St., Los Angeles, CA, 90014",Filming,2
"Alleyway North of Saticoy, West of Balboa Bl, Los Angeles, CA 91406",Filming,1
"Alleyway South of W 7th St, Broadway - Hill St, Los Angeles, CA, 90014",Filming,2
"ALLEYWAY W OF AUCKLAND AVE, COLLINS ST - BURBANK BLVD",Filming,4
"ALLEYWAY WEST OF COLDWATER CANYON AVE, KITTRIDGE ST - HAMLIN ST, NORTH HOLLYWOOD, CA 91606",Filming,1
"Alleyway, between N Bixel St - N Toluca St Los Angeles, CA 90026",Filming,2
"ALLEYWAY, SOUTH OF N BROADWAY, DALY ST - S AVE 24, Los Angeles, CA 90031",Filming,3
"Alleyway, Vose St - Barbara Ann St, Los Angeles, CA 91605",Filming,2
"ALLEYWAY., WEST OF STAUNTON AV., 16TH ST.  - WASHINGTON BL., LOS ANGELES, CA, 90021",Filming,1
"Alpine St., N Beaudry Ave - Figueroa Ter, Los Angeles, CA, 90017",Filming,2
"Altavan Avenue, West 78th Street to West 80th Street, Los Angeles, CA, 90045",Filming,4
"ALTURA., - EASTLAKE., - HANCOCK, LOS ANGELES, CA, 90031",Filming,2
"Alvarado St & Scott Av, Los Angeles , CA 90026",Filming,1
"Alvarado St, Alameda St, 101 Fwy, 10 Fwy Inclusive (excluding Fwys, Arts District and Chinatown), Los Angeles, CA, 90017",Filming,2
"Alvarado St, Echo Park Ave, Sunset Blvd, Scott Ave Inclusive, Los Angeles, CA, 90027",Still,3
"Alvarado St, Pico Blvd, Alameda St, Temple St (Inclusive, Excluding State Hwys), Los Angeles, CA, 90006",Filming,1
"Alvarado St, Sunset Blvd, Pico Blvd, Alameda St, Los Angeles, CA, 90012",Filming,1
"Alvarado St., 101 Fwy., 10 Fwy., Hoover St. (inclusive. Excludes Activity on Freeways) , Los Angeles , CA, 90017",Filming,17
"Alvarado St., Hoover St., 10 Fwy., 5 Fwy., 101 Fwy. (Inclusive. Excludes activity on Freeways) , Los Angeles , 90071",Filming,1
"Alvarado St., Sunset Blvd., 110 Fwy, Temple St. (Inclusive, excluding State Hwys), Los Angeles, CA, 90026",Filming,1
"Alvarado St., Sunset Blvd., Soto St., Washington Blvd. Inclusive (Excluding Freeways), Los Angeles, CA, 90013",Filming,2
"ALVARADO ST.,OLYMPIC BL., 3RD ST., WESTERN AV. (INCLUSIVE), LOS ANGELES, CA, 90001",Filming,2
"ALVARADO, BROADWAY, 3RD ST, OLYMPIC BLVD INCLUSIVE, LOS ANGELES, CA, 90057",Filming,1
"Alvarado, Sunset, Beaudry, 6th St (Inclusive, excluding State Hwys), Los Angeles, CA, 90026",Filming,2
"Alvarado, Sunset, Highland, 3rd.  (Inclusive, exluding freeways/highways, windsor square & hancock park), los angeles, CA, 90026",Still,11
"Alvardo St., 101 Fwy., Alameda St., 10 Fwy. (inclusive. Excludes activty on Freeways) , Los Angeles, CA, 90013",Still,1
"Amboy Ave., Roscoe Bl. - Pendleton St., Los Angeles, CA 91352",Filming,1
"Amestoy Av., Dearborn St. - Nordhoff St. - , Los Angeles, CA 91325",Filming,1
"Amethyst St. & Teluride St., Lincoln Heights, CA, 90031",Filming,1
"Anahiem, Western, Paseo Del Mar, 710 Fwy, Inclusive Los Angeles, CA, 90731",Filming,1
"Anderson St & Jesse St, Los angeles, CA 90023",Filming,2
"Anderson St, 4th St Bridge, Santa Fe, 6th ST Bridge, Los Angeles, CA, 90033",Filming,1
"Anderson St, 4th St. - 6th St., Los Angeles, CA, 90033",Filming,1
"Anderson St, 6th St - Jesse St, Los Angeles, CA, 90023",Filming,1
"Anderson St, Jesse St, Myers St, 7th St, Los Angeles, CA, 90023",Filming,1
"Anderson St., 1st St. - 4th St., Los Angeles, CA, 90033",Still,1
"Anderson St., 4th St - 7th St, Los Angeles, CA 90023",Still,1
"Anderson St., 4th St - Jesse St, Los Angeles, CA, 90033",Filming,1
"Anderson St., 6th St. - Jesse St., Los Angeles, CA, 90013",Filming,1
"Anderson St., 6th St. - Sunrise St., Los Angeles, CA 90023",Filming,2
"Anderson St., 7th. St - Sunrise St. Los Angeles, CA, 90023",Still,1
"Anderson St., Boyd St. - Artemus St, Los Angeles, CA 90033",Filming,1
"ANDERSON ST., JESSE ST- NORTH 500', LOS ANGELES, CA 90023",Filming,4
"Anderson St., Jesse St., Mission Rd., Artemus St. Inclusive , Los Angeles , CA, 90033",Filming,2
"Anderson St., W 6th St. - W 7th St., Los Angeles, CA, 90033",Filming,1
"Anderson St., Willow St - 6th St, Los Angeles, CA, 90023",Filming,1
"APN: 4432-005-270., Los Angeles, CA 90049",Filming,4
"ARCADIA ST., 3RD ST., HILL ST., ALAMEDA ST. (INCLUSIVE), Los Angeles, CA 90012",Filming,1
"ARCADIA ST.-110 FWY-LOS ANGELES ST.- 10 FWY, LOS ANGELES, CA",Filming,1
"Arcola Ave., Clybounre Ave., Riverside Dr., Valley Spring Ln. Inclusive , Toluca Lake, CA, 91602",Filming,1
"AREA UNDER 6TH ST BRIDGE, SANTA FE AV EAST TO LA RIVER, LOS ANGELES, CA, 90014",Filming,141
"AREA UNDER 6TH ST BRIDGE, SANTA FE AV EAST TO LA RIVER, LOS ANGELES, CA, 90014",Still,55
"Area under 7th St. Bridge, Los Angeles, CA, 90023",Filming,1
"Area Under Whittier Blvd., LA River - S. Boyle Ave., Los Angeles, CA, 90023",Filming,1
"AREA WEST OF MYERS ST. UNDER 1ST ST. BRIDGE, LOS ANGELES, CA, 90033",Still,1
"Argyle Av. & Hollywood Bl., Los Angeles, CA, 90028",Still,2
"Argyle Ave & Yucca St, Los Angeles, CA, 90028",Filming,1
"Argyle Ave, Yucca St - Hollywood Blvd, Hollywood CA 90028",Filming,2
"ARGYLE AVE., SUNSET BLVD., CAHUENGA BLVD., HOLLYWOOD BLVD. (Inclusive) , Los Angeles , CA, 90038",Filming,1
"Arleta Ave., Sheldon Ave. - Wicks Ave., Los Angeles, CA, 91352",Filming,1
"Arlington Ave, Martin Luther King Blvd, S Normandie Ave, W Vernon Ave, (Inclusive, Excluding Parks), Los Angeles, 90062",Filming,15
"Arlington, Venice, Vermont, Adams (INCLUSIVE), Los Angeles, CA, 90018",Filming,1
"Arroyo St, 210 Fwy, Van Nuys Blvd, 5 Fwy, (Inclusive, Excluding The City of San Fernando, State Freeways, Highways and Parks), Los Angeles, CA, 91342",Filming,1
"Art District, Los Angeles, 90013",Filming,1
"Artemus St., S Mission Rd - S Anderson St., Los Angeles, CA, 90033",Filming,1
"Ashland Ave, N Venice Blvd, Abbot Kinney , 6th Ave (Inclusive, excluding City of Santa Monica, Abbot Kinney, State Freeway, Highways and Parks), Los Angeles, 90291",Still,1
"ASILOMAR BLVD, N ALMAR AVE - END OF CUL DE SAC, PACIFIC PALISADES, CA, 90272",Still,1
"Asilomar Park @ Asilomar Bl. & El Medio Av., Los Angeles, CA 90272",Filming,1
"Asilomar Park, Los Angeles, CA, 90292",Filming,1
"Astronaut E S Onizuka St., E 1st St - S San Pedro St, Los Angeles, CA, 90012",Filming,1
"ATLANTIC ST., - EUCLID AV., - GRANDE VISTA ST, LOS ANGELES, CA, 90023",Filming,2
"Auburn St., Waverly Drive - Rowena Avenue, Los Angeles, CA, 90039",Filming,14
"Ave 26 & Speedway, Los Angeles, CA, 90291",Filming,4
"Ave 50, York Blvd, N Figueroa, Los Angeles, 90042",Filming,1
"Ave 54, Ash Str, Monte Vista to Ave 57, Marmion Wy, (Inclusive, excluding State Freeways, Highways and Parks), Los Angeles, CA, 90065",Filming,1
"Ave 64, Colorado Blvd, Eagle Rock Blvd, N Figueroa St, Al Paso Dr, (Inclusive, Excluded Cith of South Pasadena, City of Glendale, State Freeways, Highways and Parks), Los Angeles, CA, 90042",Filming,3
"Ave of the Stars, Century Park Dr - Constellation Blvd, Los angeless, CA, 90067",Filming,1
"AVENUE 19, FIGUEROA ST. - HUMBOLT ST., LOS ANGELES, CA 90031",Filming,1
"Avenue 53 & Aldama St, Los Angeles, CA, 90042",Filming,2
"Avenue 56, Figueroa St-Marmion Wy, Los Angeles, CA, 90041",Filming,4
"AVENUE 58 & MARMION WY  - AVENUE 58 & FIGUEROA ST, Los Angeles , CA, 90042",Filming,1
"Avenue of Stars, Santa Monica Bl. - Pico Bl., Los Angeles, CA 90067",Filming,1
"Avenue of the Stars - Santa Monica Blvd. - Century Park East - Pico Blvd., Los Angeles, CA, 90022",Still,1
"Avenue of the Stars (Santa Monica/Olympic), Century City, CA, 90067",Filming,1
"Avenue of the Stars from Santa Monica Blvd south 300 feet , Century City , CA 90067",Still,1
"Avenue of the Stars, Constellation BL - Santa Monica BL , Los Angeles, CA, 90067",Filming,2
"Avenue of the Stars, Constellation Bl. - Galaxy Way, Los Angeles, CA 90067",Filming,1
"Avenue of the Stars, Constellation Boulevard - Galaxy Way, Los Angeles, CA 90067",Filming,1
"Avenue of the Stars., Santa Monica Bl - Galaxy Way., Los Angeles, CA, 90067",Filming,1
"AVOCADO ST. - COMMONWEALTH - LOS FELIZ BLVD., lOS Angeles, CA 0",Filming,2
"AZUSA ST., SAN PEDRO ST. - FRANCES K. HASHIMOTO PLAZA INCLUSIVE , Los Angeles, CA, 90012",Filming,1
"Bailey St - E 1st St - Pennsylvania Ave, Los Angeles, CA, 90033",Filming,1
"Baird Av., Hatteras St  - Oxnard St., Los Angeles, CA, 91356",Filming,1
"Baker St.  -  Spring St - Dead End, los angeles, CA 90012",Filming,4
"BAKMAN AV., CHANDLER BL. - MAGNOLIA BL., LOS ANGELES, CA 91601",Filming,2
"Bakman Av., Chandler Bl. - Weddington St., Los Angeles, CA 91601",Filming,1
"BAKMAN AV., MOORPARK ST. - VALLEY SPRING LN., LOS ANGELES, CA 91602",Filming,1
"Bakman Ave., Moorpark St - Woodbridge St, Los Angeles, CA, 91602",Filming,1
"Balboa Bl., Sesnon Blvd., Longacre Ave., Zelzah Ave., Rinaldi St. (Inclusive), Los Angeles, CA, 91345",Filming,1
"Balboa Bl., Victory Bl., Ventura Bl., Van Nuys Bl. (INCLUSIVE)   , Los Angeles , CA, 91401",Filming,2
"BALBOA BLVD, STAGG AVE - SATICOY ST, LOS ANGELES, CA, 91401",Filming,1
"Balboa Blvd, Zelah Ave, Sesnon Blvd, Rinaldi Ave, (Inclusive, excluding State Freeways, Highways and Parks), Los Angeles, CA, 91326",Filming,1
"Balboa Blvd. - Van Nuys Blvd. - Roscoe Blvd. - Sherman Way, Los Angeles , CA, 91411",Filming,1
"Balboa Blvd., Rosco Blvd., Burbank Blvd., Glenoaks Blvd., (Inclusiv. Excludes City of Burbank, and Freeways)  , Los Angeles , 91406",Filming,5
"Balboa Blvd., Victory Blvd. - Burbank Blvd., Los Angeles, CA, 91406",Filming,1
"BALDWIN, EASTLAKE - GRIFFIN, Los Angeles, CA 90031",Filming,1
"Ballona Creek Bike Path and Bridge, Lincoln Blvd - Imperial Hwy, Los Angeles, CA, 90094",Filming,1
"Ballona Creek Bridge at 62nd Ave, Los Angeles, CA, 90293",Filming,1
"Baltimore Street & North Ave 49, Los Angeles, CA, 90042",Filming,1
"BARHAM BL. AND FOREST LAWN DR. - BARHAM BL. AND DARK CANYON DR, LOS ANGELES, CA, 90068",Filming,1
"Barham Bl., Forest Lawn - Olive Av.,(EXCLUDING BURBANK CITY LIMITS) Los Angeles, CA, 91602",Filming,1
"BARHAM BL., FOREST LAWN DR. - CAHUENGA BL., LOS ANGELES, CA, 90068",Filming,1
"Baxter Ave., Rockford Rd - 2317 Baxter Ave, Los Angeles, CA, 90039",Filming,6
"Baxter St., Echo Park Ave., Ewing St., Valentine St., Los Angeles, CA, 90026",Filming,1
"Baxter Steps, Los Angeles, CA, 90026",Filming,1
"Beach Ave & Del Rey Ave, Marina del Rey, CA, 90292",Filming,1
"Beachwood Blvd., Franklin Ave. - Scenic Ave, Los Angeles, CA, 90028",Filming,14
"Beachwood Dr. & Beachwood Terrace, Los Angeles, CA, 90068",Filming,1
"Beachwood Dr. & Glen Green St., Los Angeles, CA, 90068",Filming,1
"Beachwood Dr., Franklin Av. -  Graciosa Dr., Los Angeles, CA 90068",Still,1
"Beachwood Dr., Franklin Av. - North to the End, Los Angeles, CA, 90068",Filming,1
